HPSA Name,Designation Type,HPSA Score,HPSA Status,HPSA Designation Date,HPSA Designation Last Update Date,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,Rural Status,Common County Name,Common Region Name,Common State Abbreviation,Common State County FIPS Code,Common State Name,County Equivalent Name,HPSA Estimated Served Population,HPSA Estimated Underserved Population,HPSA Provider Ratio Goal,HPSA Shortage,Region Alias
St. James Parish,Geographic HPSA,12,Proposed For Withdrawal,2018-09-11,2021-09-10,5.89,21366.0,16.3,3628:1,Rural,"St. James Parish, LA",Region 6,LA,22093,Louisiana,St. James,20615.0,751.0,3500:1,0.21,South Central
Madison Parish,High Needs Geographic HPSA,19,Designated,2022-02-22,2022-02-22,2.2,9350.0,36.4,4250:1,Rural,"Madison Parish, LA",Region 6,LA,22065,Louisiana,Madison,6600.0,2750.0,3000:1,0.92,South Central
St. Martin Parish,Geographic HPSA,16,Proposed For Withdrawal,1984-03-06,2021-09-10,7.15,52746.0,17.2,7377:1,Partially Rural,"St. Martin Parish, LA",Region 6,LA,22099,Louisiana,St. Martin,25025.0,27721.0,3500:1,7.92,South Central
Nantucket County,Geographic HPSA,11,Designated,2022-06-02,2022-06-02,4.625,20234.0,8.7,4375:1,Rural,"Nantucket County, MA",Region 1,MA,25019,Massachusetts,Nantucket,16188.0,4046.0,3500:1,1.155,New England
Dukes County,Geographic HPSA,9,Designated,2022-05-11,2022-05-11,10.45,37547.0,7.5,3593:1,Rural,"Dukes County, MA",Region 1,MA,25007,Massachusetts,Dukes,36575.0,972.0,3500:1,0.28,New England
Hendry County,Geographic HPSA,12,Designated,1979-09-12,2021-09-10,9.2,40156.0,25.3,4365:1,Rural,"Hendry County, FL",Region 4,FL,12051,Florida,Hendry,32200.0,7956.0,3500:1,2.27,Southeast
Cheyenne County,Geographic HPSA,11,Designated,2012-06-19,2021-09-10,0.0,1983.0,10.2,,Rural,"Cheyenne County, CO",Region 8,CO,08017,Colorado,Cheyenne,0.0,1983.0,3500:1,0.57,Rocky Mountains
Gunnison County,Geographic HPSA,14,Proposed For Withdrawal,2017-10-27,2021-09-09,4.58,18453.0,17.6,4029:1,Rural,"Gunnison County, CO",Region 8,CO,08051,Colorado,Gunnison,16030.0,2423.0,3500:1,0.69,Rocky Mountains
Mineral County,Geographic HPSA,7,Designated,2012-02-21,2021-09-08,0.0,824.0,13.7,,Rural,"Mineral County, CO",Region 8,CO,08079,Colorado,Mineral,0.0,824.0,3500:1,0.24,Rocky Mountains
Custer County,Geographic HPSA,18,Designated,1979-03-23,2021-09-10,0.5,4731.0,12.7,9462:1,Rural,"Custer County, CO",Region 8,CO,08027,Colorado,Custer,1750.0,2981.0,3500:1,0.85,Rocky Mountains
Northwest Arctic Borough,Geographic HPSA,18,Designated,2022-03-22,2022-03-22,0.0,7641.0,26.1,,Rural,"Northwest Arctic Borough, AK",Region 10,AK,02188,Alaska,Northwest Arctic,0.0,7641.0,3500:1,2.18,North Far West
Aleutians West Borough,Geographic HPSA,10,Designated,1992-06-17,2022-03-14,1.5,5454.0,6.8,3636:1,Rural,"Aleutians West Census Area, AK",Region 10,AK,02016,Alaska,Aleutians West,5250.0,204.0,3500:1,0.06,North Far West
North Slope Borough,Geographic HPSA,17,Designated,1978-07-25,2021-08-20,0.0,9689.0,10.1,,Rural,"North Slope Borough, AK",Region 10,AK,02185,Alaska,North Slope,0.0,9689.0,3500:1,2.77,North Far West
Prince Of Wales-Hyder Census Area,Geographic HPSA,10,Proposed For Withdrawal,2011-11-22,2022-03-24,1.625,6348.0,17.3,3906:1,Rural,"Prince of Wales-Hyder Census Area, AK",Region 10,AK,02198,Alaska,Prince of Wales-Hyder,5688.0,660.0,3500:1,0.185,North Far West
Yukon-Koyukuk Census Area,Geographic HPSA,17,Designated,1984-03-14,2021-09-02,0.0,5331.0,25.3,,Rural,"Yukon-Koyukuk Census Area, AK",Region 10,AK,02290,Alaska,Yukon-Koyukuk,0.0,5331.0,3500:1,1.52,North Far West
Kusilvak Census Area,Geographic HPSA,22,Designated,2022-05-24,2022-05-24,0.0,8190.0,39.0,,Rural,"Kusilvak Census Area, AK",Region 10,AK,02158,Alaska,Kusilvak,0.0,8190.0,3500:1,2.34,North Far West
Denali Borough,Geographic HPSA,14,Designated,1996-09-23,2021-09-10,0.0,2170.0,16.3,,Rural,"Denali Borough, AK",Region 10,AK,02068,Alaska,Denali,0.0,2170.0,3500:1,0.62,North Far West
Hamilton County,High Needs Geographic HPSA,20,Designated,2001-11-22,2021-07-02,1.0,11014.0,29.9,11014:1,Rural,"Hamilton County, FL",Region 4,FL,12047,Florida,Hamilton,3000.0,8014.0,3000:1,2.67,Southeast
La Plata County,Geographic HPSA,14,Proposed For Withdrawal,2015-12-23,2021-09-10,8.275,53190.0,8.6,6428:1,Rural,"La Plata County, CO",Region 8,CO,08067,Colorado,La Plata,28962.0,24228.0,3500:1,6.925,Rocky Mountains
Gilpin County,Geographic HPSA,16,Designated,1984-10-11,2021-09-09,0.0,5856.0,4.8,,Rural,"Gilpin County, CO",Region 8,CO,08047,Colorado,Gilpin,0.0,5856.0,3500:1,1.67,Rocky Mountains
Grand County,Geographic HPSA,13,Proposed For Withdrawal,2014-07-22,2021-09-10,3.84,14380.0,10.5,3745:1,Rural,"Grand County, CO",Region 8,CO,08049,Colorado,Grand,13440.0,940.0,3500:1,0.27,Rocky Mountains
Dolores County,Geographic HPSA,13,Designated,1979-03-23,2021-09-10,0.5,1857.0,13.2,3714:1,Rural,"Dolores County, CO",Region 8,CO,08033,Colorado,Dolores,1750.0,107.0,3500:1,0.03,Rocky Mountains
Prowers County,Geographic HPSA,16,Proposed For Withdrawal,2019-11-29,2021-09-09,2.175,11761.0,20.5,5407:1,Rural,"Prowers County, CO",Region 8,CO,08099,Colorado,Prowers,7612.0,4149.0,3500:1,1.185,Rocky Mountains
Washington County,Geographic HPSA,16,Designated,1979-07-10,2021-09-10,0.15,4547.0,11.7,30313:1,Rural,"Washington County, CO",Region 8,CO,08121,Colorado,Washington,525.0,4022.0,3500:1,1.15,Rocky Mountains
Jackson County,Geographic HPSA,14,Proposed For Withdrawal,2017-04-04,2021-09-09,0.375,1377.0,14.7,3672:1,Rural,"Jackson County, CO",Region 8,CO,08057,Colorado,Jackson,1312.0,65.0,3500:1,0.085,Rocky Mountains
Clear Creek County,Geographic HPSA,16,Designated,1990-12-31,2021-07-02,0.0,9344.0,7.7,,Rural,"Clear Creek County, CO",Region 8,CO,08019,Colorado,Clear Creek,0.0,9344.0,3500:1,2.67,Rocky Mountains
Park County,Geographic HPSA,19,Designated,1999-11-10,2021-09-10,1.0,17684.0,7.3,17684:1,Rural,"Park County, CO",Region 8,CO,08093,Colorado,Park,3500.0,14184.0,3500:1,4.05,Rocky Mountains
Conejos County,Geographic HPSA,21,Designated,2017-04-05,2021-09-10,0.0,8089.0,21.7,,Rural,"Conejos County, CO",Region 8,CO,08021,Colorado,Conejos,0.0,8089.0,3500:1,2.31,Rocky Mountains
Moffat County,Geographic HPSA,12,Proposed For Withdrawal,2017-04-04,2021-09-09,2.975,13016.0,11.6,4375:1,Rural,"Moffat County, CO",Region 8,CO,08081,Colorado,Moffat,10412.0,2604.0,3500:1,1.365,Rocky Mountains
Archuleta County,Geographic HPSA,10,Proposed For Withdrawal,1979-03-23,2021-09-10,3.375,12210.0,11.2,3618:1,Rural,"Archuleta County, CO",Region 8,CO,08007,Colorado,Archuleta,11812.0,398.0,3500:1,0.115,Rocky Mountains
Monroe County,High Needs Geographic HPSA,12,Designated,2023-03-02,2023-03-02,2.175,6789.0,22.9,3121:1,Rural,"Monroe County, AR",Region 6,AR,05095,Arkansas,Monroe,6525.0,264.0,3000:1,0.085,South Central
Woodruff County,High Needs Geographic HPSA,12,Designated,2021-03-05,2021-09-10,1.2,6330.0,25.2,5275:1,Rural,"Woodruff County, AR",Region 6,AR,05147,Arkansas,Woodruff,3600.0,2730.0,3000:1,0.91,South Central
Cleveland County,Geographic HPSA,12,Designated,2022-04-21,2022-04-21,1.0,8019.0,18.3,8019:1,Rural,"Cleveland County, AR",Region 6,AR,05025,Arkansas,Cleveland,3500.0,4519.0,3500:1,1.29,South Central
Calhoun County,Geographic HPSA,16,Designated,2022-05-03,2022-05-03,0.0,5056.0,13.4,,Rural,"Calhoun County, AR",Region 6,AR,05013,Arkansas,Calhoun,0.0,5056.0,3500:1,1.44,South Central
Madison County,Geographic HPSA,11,Designated,2021-03-04,2021-09-10,3.7,16073.0,17.4,4344:1,Rural,"Madison County, AR",Region 6,AR,05087,Arkansas,Madison,12950.0,3123.0,3500:1,0.89,South Central
Phillips County,High Needs Geographic HPSA,15,Designated,2023-03-02,2023-03-02,5.55,18420.0,34.5,3319:1,Rural,"Phillips County, AR",Region 6,AR,05107,Arkansas,Phillips,16650.0,1770.0,3000:1,0.59,South Central
Lincoln County,Geographic HPSA,13,Designated,2022-04-21,2022-04-21,1.5,8322.0,20.0,5548:1,Rural,"Lincoln County, AR",Region 6,AR,05079,Arkansas,Lincoln,5250.0,3072.0,3500:1,0.88,South Central
Ouachita County,High Needs Geographic HPSA,11,Proposed For Withdrawal,2019-09-06,2021-09-10,7.85,24337.0,24.5,3100:1,Rural,"Ouachita County, AR",Region 6,AR,05103,Arkansas,Ouachita,23550.0,787.0,3000:1,0.26,South Central
Franklin County,Geographic HPSA,11,Proposed For Withdrawal,2020-01-29,2021-09-10,4.6,17448.0,21.1,3793:1,Rural,"Franklin County, AR",Region 6,AR,05047,Arkansas,Franklin,16100.0,1348.0,3500:1,0.39,South Central
Newton County,High Needs Geographic HPSA,18,Proposed For Withdrawal,1979-08-13,2021-08-06,0.8,8065.0,20.3,10081:1,Rural,"Newton County, AR",Region 6,AR,05101,Arkansas,Newton,2400.0,5665.0,3000:1,1.89,South Central
Sevier County,High Needs Geographic HPSA,9,Designated,2019-10-02,2021-09-10,4.475,16872.0,21.2,3770:1,Rural,"Sevier County, AR",Region 6,AR,05133,Arkansas,Sevier,13425.0,3447.0,3000:1,1.145,South Central
Prairie County,Geographic HPSA,15,Proposed For Withdrawal,2013-08-15,2021-09-10,0.4,8068.0,15.6,20170:1,Rural,"Prairie County, AR",Region 6,AR,05117,Arkansas,Prairie,1400.0,6668.0,3500:1,1.91,South Central
Aleutians East Borough,Geographic HPSA,15,Designated,1992-06-17,2021-09-10,0.1,3378.0,13.7,33780:1,Rural,"Aleutians East Borough, AK",Region 10,AK,02013,Alaska,Aleutians East,350.0,3028.0,3500:1,0.87,North Far West
Bristol Bay Borough,Geographic HPSA,7,Designated,2013-08-22,2021-09-10,0.0,850.0,7.1,,Rural,"Bristol Bay Borough, AK",Region 10,AK,02060,Alaska,Bristol Bay,0.0,850.0,3500:1,0.24,North Far West
Southeast Fairbanks Census Area,Geographic HPSA,15,Designated,1978-07-25,2021-08-20,0.0,8218.0,10.8,,Rural,"Southeast Fairbanks Census Area, AK",Region 10,AK,02240,Alaska,Southeast Fairbanks,0.0,8218.0,3500:1,2.35,North Far West
Nome Census Area,Geographic HPSA,17,Designated,1978-07-25,2021-08-20,0.0,9653.0,21.5,,Rural,"Nome Census Area, AK",Region 10,AK,02180,Alaska,Nome,0.0,9653.0,3500:1,2.76,North Far West
Hoonah-Angoon Census Area,Geographic HPSA,13,Designated,2013-05-10,2021-09-10,0.0,2138.0,10.3,,Rural,"Hoonah-Angoon Census Area, AK",Region 10,AK,02105,Alaska,Hoonah-Angoon,0.0,2138.0,3500:1,0.61,North Far West
Modoc County,High Needs Geographic HPSA,15,Designated,2017-09-15,2021-09-10,1.075,8603.0,18.8,8003:1,Rural,"Modoc County, CA",Region 9,CA,06049,California,Modoc,3225.0,5378.0,3000:1,1.795,South Far West
Butler County,High Needs Geographic HPSA,13,Designated,2022-03-14,2022-03-14,6.15,19540.0,22.5,3177:1,Rural,"Butler County, AL",Region 4,AL,01013,Alabama,Butler,18450.0,1090.0,3000:1,0.36,Southeast
Pickens County,High Needs Geographic HPSA,16,Designated,2022-03-22,2022-03-22,3.95,18506.0,22.7,4685:1,Rural,"Pickens County, AL",Region 4,AL,01107,Alabama,Pickens,11850.0,6656.0,3000:1,2.22,Southeast
Escambia County,High Needs Geographic HPSA,11,Designated,2022-03-22,2022-03-22,11.125,34089.0,22.1,3064:1,Rural,"Escambia County, AL",Region 4,AL,01053,Alabama,Escambia,33375.0,714.0,3000:1,0.235,Southeast
Marshall County,High Needs Geographic HPSA,10,Proposed For Withdrawal,2018-11-15,2021-09-10,31.48,95375.0,20.5,3030:1,Rural,"Marshall County, AL",Region 4,AL,01095,Alabama,Marshall,94440.0,935.0,3000:1,0.31,Southeast
Barbour County,High Needs Geographic HPSA,20,Designated,2022-03-15,2022-03-15,4.225,22417.0,30.6,5306:1,Rural,"Barbour County, AL",Region 4,AL,01005,Alabama,Barbour,12675.0,9742.0,3000:1,3.245,Southeast
Winston County,High Needs Geographic HPSA,15,Proposed For Withdrawal,1978-07-20,2021-09-10,4.9,23680.0,22.3,4833:1,Rural,"Winston County, AL",Region 4,AL,01133,Alabama,Winston,14700.0,8980.0,3000:1,2.99,Southeast
Cherokee County,Geographic HPSA,11,Designated,2022-05-24,2022-05-24,4.05,25571.0,13.9,6314:1,Rural,"Cherokee County, AL",Region 4,AL,01019,Alabama,Cherokee,14175.0,11396.0,3500:1,3.26,Southeast
Lamar County,Geographic HPSA,16,Designated,2022-06-06,2022-06-06,0.6,13692.0,20.6,22820:1,Rural,"Lamar County, AL",Region 4,AL,01075,Alabama,Lamar,2100.0,11592.0,3500:1,3.31,Southeast
Winston County,Geographic HPSA,12,Designated,2022-06-28,2022-06-28,6.775,25018.0,17.6,3693:1,Rural,"Winston County, AL",Region 4,AL,01133,Alabama,Winston,23712.0,1306.0,3500:1,0.375,Southeast
Crenshaw County,Geographic HPSA,16,Designated,2022-03-22,2022-03-22,1.65,13623.0,15.1,8256:1,Rural,"Crenshaw County, AL",Region 4,AL,01041,Alabama,Crenshaw,5775.0,7848.0,3500:1,2.24,Southeast
Franklin County,High Needs Geographic HPSA,10,Proposed For Withdrawal,2018-08-02,2021-09-10,10.0,31191.0,22.2,3119:1,Rural,"Franklin County, AL",Region 4,AL,01059,Alabama,Franklin,30000.0,1191.0,3000:1,0.4,Southeast
Chilton County,High Needs Geographic HPSA,5,Proposed For Withdrawal,2018-08-24,2022-07-06,13.3,43430.0,19.1,3265:1,Rural,"Chilton County, AL",Region 4,AL,01021,Alabama,Chilton,39900.0,3530.0,3000:1,1.18,Southeast
Macon County,High Needs Geographic HPSA,22,Designated,2022-07-06,2022-07-06,1.4,16359.0,24.4,11685:1,Rural,"Macon County, AL",Region 4,AL,01087,Alabama,Macon,4200.0,12159.0,3000:1,4.05,Southeast
Clarke County,High Needs Geographic HPSA,13,Designated,2022-01-21,2022-01-21,7.75,23628.0,23.2,3049:1,Rural,"Clarke County, AL",Region 4,AL,01025,Alabama,Clarke,23250.0,378.0,3000:1,0.13,Southeast
Fremont County,Geographic HPSA,13,Designated,1979-10-01,2021-09-09,1.0,12444.0,12.9,12444:1,Rural,"Fremont County, ID",Region 10,ID,16043,Idaho,Fremont,3500.0,8944.0,3500:1,2.56,North Far West
Oneida County,Geographic HPSA,12,Designated,2021-12-20,2021-12-20,0.6,4471.0,11.3,7453:1,Rural,"Oneida County, ID",Region 10,ID,16071,Idaho,Oneida,2100.0,2372.0,3500:1,0.68,North Far West
Boise County,Geographic HPSA,13,Designated,1979-10-01,2021-09-10,0.95,7335.0,10.7,7721:1,Rural,"Boise County, ID",Region 10,ID,16015,Idaho,Boise,3325.0,4010.0,3500:1,1.15,North Far West
Lincoln County,Geographic HPSA,11,Designated,1980-06-23,2021-09-10,0.35,5291.0,12.1,15117:1,Rural,"Lincoln County, ID",Region 10,ID,16063,Idaho,Lincoln,1225.0,4066.0,3500:1,1.16,North Far West
Franklin County,Geographic HPSA,9,Designated,1986-09-12,2021-09-10,3.25,13423.0,10.3,4130:1,Rural,"Franklin County, ID",Region 10,ID,16041,Idaho,Franklin,11375.0,2048.0,3500:1,0.59,North Far West
Camas County,Geographic HPSA,9,Designated,1978-10-18,2021-09-10,0.125,1048.0,15.5,8384:1,Rural,"Camas County, ID",Region 10,ID,16025,Idaho,Camas,438.0,610.0,3500:1,0.175,North Far West
Teton County,Geographic HPSA,12,Designated,2021-12-30,2021-12-30,2.5,11399.0,4.4,4560:1,Rural,"Teton County, ID",Region 10,ID,16081,Idaho,Teton,8750.0,2649.0,3500:1,0.76,North Far West
Custer County,Geographic HPSA,16,Designated,1988-06-22,2021-09-10,0.0,4133.0,18.3,,Rural,"Custer County, ID",Region 10,ID,16037,Idaho,Custer,0.0,4133.0,3500:1,1.18,North Far West
Clark County,Geographic HPSA,7,Designated,1984-12-04,2021-09-10,0.0,913.0,13.2,,Rural,"Clark County, ID",Region 10,ID,16033,Idaho,Clark,0.0,913.0,3500:1,0.26,North Far West
Owyhee County,High Needs Geographic HPSA,13,Designated,2017-10-28,2021-09-10,0.0,11385.0,16.0,,Rural,"Owyhee County, ID",Region 10,ID,16073,Idaho,Owyhee,0.0,11385.0,3000:1,3.8,North Far West
Jefferson County,Geographic HPSA,16,Designated,2018-10-25,2021-07-02,1.7,12007.0,16.5,7063:1,Rural,"Jefferson County, FL",Region 4,FL,12065,Florida,Jefferson,5950.0,6057.0,3500:1,1.73,Southeast
Edgar County,Geographic HPSA,9,Designated,2021-09-07,2021-09-07,3.7,17109.0,12.0,4624:1,Rural,"Edgar County, IL",Region 5,IL,17045,Illinois,Edgar,12950.0,4159.0,3500:1,1.19,Great Lakes
Gallatin County,Geographic HPSA,15,Designated,1981-03-26,2021-09-09,0.0,5036.0,20.8,,Rural,"Gallatin County, IL",Region 5,IL,17059,Illinois,Gallatin,0.0,5036.0,3500:1,1.44,Great Lakes
Moultrie County,Geographic HPSA,9,Designated,2011-08-18,2021-09-09,1.9,14363.0,7.2,7559:1,Rural,"Moultrie County, IL",Region 5,IL,17139,Illinois,Moultrie,6650.0,7713.0,3500:1,2.2,Great Lakes
Clay County,Geographic HPSA,15,Designated,2005-08-15,2021-04-09,0.4,13049.0,16.5,32623:1,Rural,"Clay County, IL",Region 5,IL,17025,Illinois,Clay,1400.0,11649.0,3500:1,3.33,Great Lakes
Madison County,High Needs Geographic HPSA,19,Designated,1979-07-24,2021-07-02,3.1,16265.0,27.8,5247:1,Rural,"Madison County, FL",Region 4,FL,12079,Florida,Madison,9300.0,6965.0,3000:1,2.32,Southeast
Portage County,Geographic HPSA,11,Designated,2023-03-21,2023-03-21,16.825,67439.0,10.8,4008:1,Rural,"Portage County, WI",Region 5,WI,55097,Wisconsin,Portage,58888.0,8551.0,3500:1,2.445,Great Lakes
Jersey/Calhoun Counties,Geographic HPSA,9,Designated,2005-10-17,2021-09-09,6.3,25697.0,10.1,4079:1,Partially Rural,"Jersey County, IL",Region 5,IL,17083,Illinois,Jersey,22050.0,3647.0,3500:1,1.04,Great Lakes
Jersey/Calhoun Counties,Geographic HPSA,9,Designated,2005-10-17,2021-09-09,6.3,25697.0,10.1,4079:1,Rural,"Calhoun County, IL",Region 5,IL,17013,Illinois,Calhoun,22050.0,3647.0,3500:1,1.04,Great Lakes
Carroll County,Geographic HPSA,15,Designated,1978-11-29,2021-09-09,1.0,14070.0,10.7,14070:1,Rural,"Carroll County, IL",Region 5,IL,17015,Illinois,Carroll,3500.0,10570.0,3500:1,3.02,Great Lakes
Henry/Stark Counties,Geographic HPSA,11,Proposed For Withdrawal,2022-03-15,2023-04-04,10.35,53771.0,11.2,5195:1,Rural,"Stark County, IL",Region 5,IL,17175,Illinois,Stark,36225.0,17546.0,3500:1,5.01,Great Lakes
Henry/Stark Counties,Geographic HPSA,11,Proposed For Withdrawal,2022-03-15,2023-04-04,10.35,53771.0,11.2,5195:1,Partially Rural,"Henry County, IL",Region 5,IL,17073,Illinois,Henry,36225.0,17546.0,3500:1,5.01,Great Lakes
Sierra County,Geographic HPSA,10,Designated,2022-07-26,2022-07-26,0.775,3013.0,9.6,3888:1,Rural,"Sierra County, CA",Region 9,CA,06091,California,Sierra,2712.0,301.0,3500:1,0.085,South Far West
Lafayette County,Geographic HPSA,10,Proposed For Withdrawal,2017-07-21,2021-09-10,3.07,16665.0,11.1,5428:1,Rural,"Lafayette County, WI",Region 5,WI,55065,Wisconsin,Lafayette,10745.0,5920.0,3500:1,1.69,Great Lakes
Liberty County,Geographic HPSA,15,Designated,2004-03-17,2021-07-02,1.025,6941.0,16.7,6772:1,Rural,"Liberty County, FL",Region 4,FL,12077,Florida,Liberty,3588.0,3353.0,3500:1,0.955,Southeast
Adams County,Geographic HPSA,11,Designated,1978-05-30,2021-09-07,2.4,18922.0,12.8,7884:1,Rural,"Adams County, WI",Region 5,WI,55001,Wisconsin,Adams,8400.0,10522.0,3500:1,3.01,Great Lakes
Marquette County,Geographic HPSA,13,Proposed For Withdrawal,2000-11-09,2021-09-10,1.13,14980.0,13.1,13257:1,Rural,"Marquette County, WI",Region 5,WI,55077,Wisconsin,Marquette,3955.0,11025.0,3500:1,3.15,Great Lakes
Florence County,Geographic HPSA,13,Designated,1995-03-31,2021-09-09,0.85,4254.0,10.3,5005:1,Rural,"Florence County, WI",Region 5,WI,55037,Wisconsin,Florence,2975.0,1279.0,3500:1,0.37,Great Lakes
Midland County,Geographic HPSA,10,Designated,2020-01-29,2021-08-06,42.85,166097.0,9.5,3876:1,Partially Rural,"Midland County, TX",Region 6,TX,48329,Texas,Midland,149975.0,16122.0,3500:1,4.61,South Central
Freestone County,Geographic HPSA,11,Designated,2020-03-18,2021-07-02,3.8,18054.0,18.0,4751:1,Rural,"Freestone County, TX",Region 6,TX,48161,Texas,Freestone,13300.0,4754.0,3500:1,1.36,South Central
Cottle County,Geographic HPSA,14,Designated,2010-10-12,2021-09-10,0.0,1634.0,30.9,,Rural,"Cottle County, TX",Region 6,TX,48101,Texas,Cottle,0.0,1634.0,3500:1,0.47,South Central
Rains County,Geographic HPSA,14,Designated,1978-03-06,2021-07-02,0.0,11669.0,12.9,,Rural,"Rains County, TX",Region 6,TX,48379,Texas,Rains,0.0,11669.0,3500:1,3.33,South Central
Medina County,Geographic HPSA,12,Proposed For Withdrawal,1978-07-19,2021-09-10,11.0,45435.0,13.9,4130:1,Rural,"Medina County, TX",Region 6,TX,48325,Texas,Medina,38500.0,6935.0,3500:1,1.98,South Central
Haskell County,Geographic HPSA,15,Designated,2020-09-21,2021-07-02,1.25,5262.0,20.3,4210:1,Rural,"Haskell County, TX",Region 6,TX,48207,Texas,Haskell,4375.0,887.0,3500:1,0.25,South Central
Starr County,High Needs Geographic HPSA,16,Designated,1979-06-07,2021-09-10,15.725,63419.0,34.7,4033:1,Rural,"Starr County, TX",Region 6,TX,48427,Texas,Starr,47175.0,16244.0,3000:1,5.415,South Central
Jones County,Geographic HPSA,7,Designated,1978-08-30,2021-09-10,0.0,793.0,12.3,,Rural,"Jones County, SD",Region 8,SD,46075,South Dakota,Jones,0.0,793.0,3500:1,0.23,Rocky Mountains
Harding County,High Needs Geographic HPSA,10,Proposed For Withdrawal,1978-08-30,2021-08-17,0.0,1225.0,16.9,,Rural,"Harding County, SD",Region 8,SD,46063,South Dakota,Harding,0.0,1225.0,3000:1,0.41,Rocky Mountains
Oglala Lakota County,High Needs Geographic HPSA,19,Designated,2019-10-02,2022-05-04,2.0,14227.0,46.1,7114:1,Rural,"Oglala Lakota County, SD",Region 8,SD,46102,South Dakota,Oglala Lakota,6000.0,8227.0,3000:1,2.74,Rocky Mountains
Edmunds County,Geographic HPSA,15,Designated,1978-08-30,2021-07-02,0.2,3779.0,4.6,18895:1,Rural,"Edmunds County, SD",Region 8,SD,46045,South Dakota,Edmunds,700.0,3079.0,3500:1,0.88,Rocky Mountains
Day County,Geographic HPSA,13,Designated,2021-07-22,2021-07-22,0.9,5337.0,16.7,5930:1,Rural,"Day County, SD",Region 8,SD,46037,South Dakota,Day,3150.0,2187.0,3500:1,0.62,Rocky Mountains
Faulk County,High Needs Geographic HPSA,9,Designated,2021-08-17,2021-08-17,0.575,2251.0,14.7,3915:1,Rural,"Faulk County, SD",Region 8,SD,46049,South Dakota,Faulk,1725.0,526.0,3000:1,0.175,Rocky Mountains
Corson County,Geographic HPSA,20,Designated,2017-09-14,2021-09-10,0.1,4119.0,44.7,41190:1,Rural,"Corson County, SD",Region 8,SD,46031,South Dakota,Corson,350.0,3769.0,3500:1,1.08,Rocky Mountains
Deuel County,Geographic HPSA,9,Designated,1996-05-01,2021-07-02,0.88,4249.0,8.7,4828:1,Rural,"Deuel County, SD",Region 8,SD,46039,South Dakota,Deuel,3080.0,1169.0,3500:1,0.33,Rocky Mountains
Douglas County,Geographic HPSA,12,Designated,2021-08-17,2021-08-17,0.25,2820.0,6.3,11280:1,Rural,"Douglas County, SD",Region 8,SD,46043,South Dakota,Douglas,875.0,1945.0,3500:1,0.56,Rocky Mountains
Moody County,Geographic HPSA,13,Proposed For Withdrawal,2015-10-20,2021-09-10,1.03,6375.0,14.3,6189:1,Rural,"Moody County, SD",Region 8,SD,46101,South Dakota,Moody,3605.0,2770.0,3500:1,0.79,Rocky Mountains
Spink County,Geographic HPSA,8,Designated,2021-08-17,2021-08-17,1.675,6337.0,9.8,3783:1,Rural,"Spink County, SD",Region 8,SD,46115,South Dakota,Spink,5862.0,475.0,3500:1,0.135,Rocky Mountains
